timestamp;precio_mwh
2026-04-26T00:00:00.000+02:00;136,36
2026-04-26T00:00:00.000+02:00;136,36
2026-04-26T00:00:00.000+02:00;136,36
2026-04-26T00:00:00.000+02:00;136,36
2026-04-26T00:00:00.000+02:00;136,36
2026-04-26T01:00:00.000+02:00;120,53
2026-04-26T01:00:00.000+02:00;120,53
2026-04-26T01:00:00.000+02:00;120,53
2026-04-26T01:00:00.000+02:00;120,53
2026-04-26T01:00:00.000+02:00;120,53
2026-04-26T02:00:00.000+02:00;117,12
2026-04-26T02:00:00.000+02:00;117,12
2026-04-26T02:00:00.000+02:00;117,12
2026-04-26T02:00:00.000+02:00;117,12
2026-04-26T02:00:00.000+02:00;117,12
2026-04-26T03:00:00.000+02:00;113,94
2026-04-26T03:00:00.000+02:00;113,94
2026-04-26T03:00:00.000+02:00;113,94
2026-04-26T03:00:00.000+02:00;113,94
2026-04-26T03:00:00.000+02:00;113,94
2026-04-26T04:00:00.000+02:00;115,02
2026-04-26T04:00:00.000+02:00;115,02
2026-04-26T04:00:00.000+02:00;115,02
2026-04-26T04:00:00.000+02:00;115,02
2026-04-26T04:00:00.000+02:00;115,02
2026-04-26T05:00:00.000+02:00;118,37
2026-04-26T05:00:00.000+02:00;118,37
2026-04-26T05:00:00.000+02:00;118,37
2026-04-26T05:00:00.000+02:00;118,37
2026-04-26T05:00:00.000+02:00;118,37
2026-04-26T06:00:00.000+02:00;128,75
2026-04-26T06:00:00.000+02:00;128,75
2026-04-26T06:00:00.000+02:00;128,75
2026-04-26T06:00:00.000+02:00;128,75
2026-04-26T06:00:00.000+02:00;128,75
2026-04-26T07:00:00.000+02:00;132,54
2026-04-26T07:00:00.000+02:00;132,54
2026-04-26T07:00:00.000+02:00;132,54
2026-04-26T07:00:00.000+02:00;132,54
2026-04-26T07:00:00.000+02:00;132,54
2026-04-26T08:00:00.000+02:00;92,1
2026-04-26T08:00:00.000+02:00;92,1
2026-04-26T08:00:00.000+02:00;92,1
2026-04-26T08:00:00.000+02:00;92,1
2026-04-26T08:00:00.000+02:00;92,1
2026-04-26T09:00:00.000+02:00;42,78
2026-04-26T09:00:00.000+02:00;42,78
2026-04-26T09:00:00.000+02:00;42,78
2026-04-26T09:00:00.000+02:00;42,78
2026-04-26T09:00:00.000+02:00;42,78
2026-04-26T10:00:00.000+02:00;35,18
2026-04-26T10:00:00.000+02:00;35,18
2026-04-26T10:00:00.000+02:00;35,18
2026-04-26T10:00:00.000+02:00;35,18
2026-04-26T10:00:00.000+02:00;35,18
2026-04-26T11:00:00.000+02:00;42,2
2026-04-26T11:00:00.000+02:00;42,2
2026-04-26T11:00:00.000+02:00;42,2
2026-04-26T11:00:00.000+02:00;42,2
2026-04-26T11:00:00.000+02:00;42,2
2026-04-26T12:00:00.000+02:00;41,66
2026-04-26T12:00:00.000+02:00;41,66
2026-04-26T12:00:00.000+02:00;41,66
2026-04-26T12:00:00.000+02:00;41,66
2026-04-26T12:00:00.000+02:00;41,66
2026-04-26T13:00:00.000+02:00;41,23
2026-04-26T13:00:00.000+02:00;41,23
2026-04-26T13:00:00.000+02:00;41,23
2026-04-26T13:00:00.000+02:00;41,23
2026-04-26T13:00:00.000+02:00;41,23
2026-04-26T14:00:00.000+02:00;41,51
2026-04-26T14:00:00.000+02:00;41,51
2026-04-26T14:00:00.000+02:00;41,51
2026-04-26T14:00:00.000+02:00;41,51
2026-04-26T14:00:00.000+02:00;41,51
2026-04-26T15:00:00.000+02:00;42,99
2026-04-26T15:00:00.000+02:00;42,99
2026-04-26T15:00:00.000+02:00;42,99
2026-04-26T15:00:00.000+02:00;42,99
2026-04-26T15:00:00.000+02:00;42,99
2026-04-26T16:00:00.000+02:00;44,25
2026-04-26T16:00:00.000+02:00;44,25
2026-04-26T16:00:00.000+02:00;44,25
2026-04-26T16:00:00.000+02:00;44,25
2026-04-26T16:00:00.000+02:00;44,25
2026-04-26T17:00:00.000+02:00;50,02
2026-04-26T17:00:00.000+02:00;50,02
2026-04-26T17:00:00.000+02:00;50,02
2026-04-26T17:00:00.000+02:00;50,02
2026-04-26T17:00:00.000+02:00;50,02
2026-04-26T18:00:00.000+02:00;43,86
2026-04-26T18:00:00.000+02:00;43,86
2026-04-26T18:00:00.000+02:00;43,86
2026-04-26T18:00:00.000+02:00;43,86
2026-04-26T18:00:00.000+02:00;43,86
2026-04-26T19:00:00.000+02:00;74,53
2026-04-26T19:00:00.000+02:00;74,53
2026-04-26T19:00:00.000+02:00;74,53
2026-04-26T19:00:00.000+02:00;74,53
2026-04-26T19:00:00.000+02:00;74,53
2026-04-26T20:00:00.000+02:00;123,67
2026-04-26T20:00:00.000+02:00;123,67
2026-04-26T20:00:00.000+02:00;123,67
2026-04-26T20:00:00.000+02:00;123,67
2026-04-26T20:00:00.000+02:00;123,67
2026-04-26T21:00:00.000+02:00;150,27
2026-04-26T21:00:00.000+02:00;150,27
2026-04-26T21:00:00.000+02:00;150,27
2026-04-26T21:00:00.000+02:00;150,27
2026-04-26T21:00:00.000+02:00;150,27
2026-04-26T22:00:00.000+02:00;153,36
2026-04-26T22:00:00.000+02:00;153,36
2026-04-26T22:00:00.000+02:00;153,36
2026-04-26T22:00:00.000+02:00;153,36
2026-04-26T22:00:00.000+02:00;153,36
2026-04-26T23:00:00.000+02:00;133,8
2026-04-26T23:00:00.000+02:00;133,8
2026-04-26T23:00:00.000+02:00;133,8
2026-04-26T23:00:00.000+02:00;133,8
2026-04-26T23:00:00.000+02:00;133,8
